subproject,library_id,index,donor_id,fastq_path_r1,fastq_path_r2,symbolic_link_r1,symbolic_link_r2,zUMI_barcode,plate,original_barcode,well,sample_id
CLL_52,AF9765,N718-S522-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N718-S522-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N718-S522-NX-xt_2.fastq.gz,CLL_05-599_S121_L006_R1_001.fastq.gz,CLL_05-599_S121_L006_R2_001.fastq.gz,OYJRHCWV,P2463,P2463_N718-S522,CLL_05_599_H02,05/599
CLL_52,AF9754,N716-S518-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N716-S518-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N716-S518-NX-xt_2.fastq.gz,CLL_05-599_S288_L006_R1_001.fastq.gz,CLL_05-599_S288_L006_R2_001.fastq.gz,OYNZJYSR,P2463,P2463_N716-S518,CLL_05_599_E01,05/599
CLL_52,AG0193,N724-S517-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S517-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S517-NX-xt_2.fastq.gz,CLL_10-7434_S247_L007_R1_001.fastq.gz,CLL_10-7434_S247_L007_R2_001.fastq.gz,OYOYTFOB,P2467,P2467_N724-S517,CLL_10_7434_D08,10/7434
CLL_52,AF9949,N716-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N716-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N716-S511-NX-xt_2.fastq.gz,empty_S34_L007_R1_001.fastq.gz,empty_S34_L007_R2_001.fastq.gz,OYVBMPWI,P2465,P2465_N716-S511,empty_H01,empty
CLL_52,AG0772,N718-S516-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S516-NX-xt_2.fastq.gz,CLL_05-599_S57_L001_R1_001.fastq.gz,CLL_05-599_S57_L001_R2_001.fastq.gz,OYWPGANJ,P2471,P2471_N718-S516,CLL_05_599_C02,05/599
CLL_52,AG0797,N721-S517-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S517-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S517-NX-xt_2.fastq.gz,CLL_05-76_S227_L001_R1_001.fastq.gz,CLL_05-76_S227_L001_R2_001.fastq.gz,PATCTYLY,P2471,P2471_N721-S517,CLL_05_76_D05,05/76
CLL_52,AG0539,N711-S503-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S503-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S503-NX-xt_2.fastq.gz,CLL_10-7434_S184_L001_R1_001.fastq.gz,CLL_10-7434_S184_L001_R2_001.fastq.gz,PCEQKBMY,P2468,P2468_N711-S503,CLL_10_7434_B09,10/7434
CLL_52,AF9653,N729-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S511-NX-xt_2.fastq.gz,empty_S152_L006_R1_001.fastq.gz,empty_S152_L006_R2_001.fastq.gz,PCJLKXFJ,P2461,P2461_N729-S511,empty_H12,empty
CLL_52,AG0704,N705-S521-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N705-S521-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N705-S521-NX-xt_2.fastq.gz,CLL_05-76_S254_L001_R1_001.fastq.gz,CLL_05-76_S254_L001_R2_001.fastq.gz,PCSGZUQK,P2470,P2470_N705-S521,CLL_05_76_G05,05/76
CLL_52,AF9602,N722-S507-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S507-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S507-NX-xt_2.fastq.gz,CLL_05-76_S365_L006_R1_001.fastq.gz,CLL_05-76_S365_L006_R2_001.fastq.gz,PFDOLWLV,P2461,P2461_N722-S507,CLL_05_76_E06,05/76
CLL_52,AF9746,N715-S518-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N715-S518-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N715-S518-NX-xt_2.fastq.gz,CLL_14-2116_S2_L006_R1_001.fastq.gz,CLL_14-2116_S2_L006_R2_001.fastq.gz,PGEYFAQO,P2462,P2462_N715-S518,CLL_14_2116_E12,14/2116
CLL_52,AG0145,N718-S517-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N718-S517-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N718-S517-NX-xt_2.fastq.gz,CLL_05-599_S217_L007_R1_001.fastq.gz,CLL_05-599_S217_L007_R2_001.fastq.gz,PHOLEDJO,P2467,P2467_N718-S517,CLL_05_599_D02,05/599
CLL_52,AF9963,N719-S508-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S508-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S508-NX-xt_2.fastq.gz,CLL_05-599_S160_L007_R1_001.fastq.gz,CLL_05-599_S160_L007_R2_001.fastq.gz,PIPKYTGU,P2465,P2465_N719-S508,CLL_05_599_F03,05/599
CLL_52,AG0817,N723-S522-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N723-S522-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N723-S522-NX-xt_2.fastq.gz,CLL_10-7434_S362_L001_R1_001.fastq.gz,CLL_10-7434_S362_L001_R2_001.fastq.gz,PJAXOMKN,P2471,P2471_N723-S522,CLL_10_7434_H07,10/7434
CLL_52,AG0845,N728-S517-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N728-S517-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N728-S517-NX-xt_2.fastq.gz,CLL_14-2116_S323_L001_R1_001.fastq.gz,CLL_14-2116_S323_L001_R2_001.fastq.gz,PJWPIJGE,P2471,P2471_N728-S517,CLL_14_2116_D11,14/2116
CLL_52,AF9554,N715-S507-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N715-S507-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N715-S507-NX-xt_2.fastq.gz,CLL_14-2116_S95_L006_R1_001.fastq.gz,CLL_14-2116_S95_L006_R2_001.fastq.gz,PKFNFPYG,P2460,P2460_N715-S507,CLL_14_2116_E12,14/2116
CLL_52,AF9468,N701-S510-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S510-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S510-NX-xt_2.fastq.gz,CLL_05-599_S231_L006_R1_001.fastq.gz,CLL_05-599_S231_L006_R2_001.fastq.gz,PKSDEROC,P2460,P2460_N701-S510,CLL_05_599_G01,05/599
CLL_52,AG0062,N704-S513-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N704-S513-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N704-S513-NX-xt_2.fastq.gz,CLL_05-76_S122_L007_R1_001.fastq.gz,CLL_05-76_S122_L007_R2_001.fastq.gz,PKVWMAMO,P2466,P2466_N704-S513,CLL_05_76_A04,05/76
CLL_52,AF9680,N704-S516-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S516-NX-xt_2.fastq.gz,CLL_05-76_S370_L006_R1_001.fastq.gz,CLL_05-76_S370_L006_R2_001.fastq.gz,PKYYJYKT,P2462,P2462_N704-S516,CLL_05_76_C04,05/76
CLL_52,AF9889,N706-S506-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N706-S506-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N706-S506-NX-xt_2.fastq.gz,CLL_05-76_S322_L007_R1_001.fastq.gz,CLL_05-76_S322_L007_R2_001.fastq.gz,PLBDZGBB,P2464,P2464_N706-S506,CLL_05_76_D06,05/76
CLL_52,AF9593,N721-S506-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S506-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S506-NX-xt_2.fastq.gz,CLL_05-76_S283_L006_R1_001.fastq.gz,CLL_05-76_S283_L006_R2_001.fastq.gz,PLDLSFUG,P2461,P2461_N721-S506,CLL_05_76_D05,05/76
CLL_52,AF9504,N706-S505-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S505-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S505-NX-xt_2.fastq.gz,CLL_05-76_S158_L006_R1_001.fastq.gz,CLL_05-76_S158_L006_R2_001.fastq.gz,PLHVPDVU,P2460,P2460_N706-S505,CLL_05_76_C06,05/76
CLL_52,AG0708,N706-S516-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N706-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N706-S516-NX-xt_2.fastq.gz,CLL_05-76_S76_L001_R1_001.fastq.gz,CLL_05-76_S76_L001_R2_001.fastq.gz,PLWPKWXF,P2470,P2470_N706-S516,CLL_05_76_C06,05/76
CLL_52,AF9700,N706-S521-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S521-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S521-NX-xt_2.fastq.gz,CLL_05-76_S269_L006_R1_001.fastq.gz,CLL_05-76_S269_L006_R2_001.fastq.gz,PNDCGXSH,P2462,P2462_N706-S521,CLL_05_76_G06,05/76
CLL_52,AG0175,N722-S515-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N722-S515-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N722-S515-NX-xt_2.fastq.gz,CLL_05-76_S73_L007_R1_001.fastq.gz,CLL_05-76_S73_L007_R2_001.fastq.gz,POJDDWHX,P2467,P2467_N722-S515,CLL_05_76_B06,05/76
CLL_52,AF9869,N703-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S511-NX-xt_2.fastq.gz,CLL_05-599_S123_L007_R1_001.fastq.gz,CLL_05-599_S123_L007_R2_001.fastq.gz,POONDTJV,P2464,P2464_N703-S511,CLL_05_599_H03,05/599
CLL_52,AF9952,N718-S505-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N718-S505-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N718-S505-NX-xt_2.fastq.gz,CLL_05-599_S95_L007_R1_001.fastq.gz,CLL_05-599_S95_L007_R2_001.fastq.gz,PPENKNNL,P2465,P2465_N718-S505,CLL_05_599_C02,05/599
CLL_52,AF9573,N718-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N718-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N718-S511-NX-xt_2.fastq.gz,CLL_05-599_S110_L006_R1_001.fastq.gz,CLL_05-599_S110_L006_R2_001.fastq.gz,PPGQPQQV,P2461,P2461_N718-S511,CLL_05_599_H02,05/599
CLL_52,AG0064,N704-S516-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N704-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N704-S516-NX-xt_2.fastq.gz,CLL_05-76_S238_L007_R1_001.fastq.gz,CLL_05-76_S238_L007_R2_001.fastq.gz,PPPWDGJW,P2466,P2466_N704-S516,CLL_05_76_C04,05/76
CLL_52,AG0668,N701-S516-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N701-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N701-S516-NX-xt_2.fastq.gz,CLL_05-599_S339_L001_R1_001.fastq.gz,CLL_05-599_S339_L001_R2_001.fastq.gz,PPRGHWEU,P2470,P2470_N701-S516,CLL_05_599_C01,05/599
CLL_52,AG0194,N724-S518-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S518-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S518-NX-xt_2.fastq.gz,CLL_10-7434_S328_L007_R1_001.fastq.gz,CLL_10-7434_S328_L007_R2_001.fastq.gz,PQCNSEEL,P2467,P2467_N724-S518,CLL_10_7434_E08,10/7434
CLL_52,AG0185,N723-S517-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N723-S517-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N723-S517-NX-xt_2.fastq.gz,CLL_10-7434_S88_L007_R1_001.fastq.gz,CLL_10-7434_S88_L007_R2_001.fastq.gz,PQFCBUXP,P2467,P2467_N723-S517,CLL_10_7434_D07,10/7434
CLL_52,AG0092,N707-S521-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S521-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S521-NX-xt_2.fastq.gz,CLL_10-7434_S155_L007_R1_001.fastq.gz,CLL_10-7434_S155_L007_R2_001.fastq.gz,PUTBMYDA,P2466,P2466_N707-S521,CLL_10_7434_G07,10/7434
CLL_52,AF9696,N706-S516-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S516-NX-xt_2.fastq.gz,CLL_05-76_S48_L006_R1_001.fastq.gz,CLL_05-76_S48_L006_R2_001.fastq.gz,PUUPUARJ,P2462,P2462_N706-S516,CLL_05_76_C06,05/76
CLL_52,AG0733,N711-S517-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S517-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S517-NX-xt_2.fastq.gz,CLL_10-7434_S124_L001_R1_001.fastq.gz,CLL_10-7434_S124_L001_R2_001.fastq.gz,PVYMYSBT,P2470,P2470_N711-S517,CLL_10_7434_D09,10/7434
CLL_52,AF9656,N701-S516-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S516-NX-xt_2.fastq.gz,CLL_05-599_S197_L006_R1_001.fastq.gz,CLL_05-599_S197_L006_R2_001.fastq.gz,PXCARRPE,P2462,P2462_N701-S516,CLL_05_599_C01,05/599
CLL_52,AF9834,N728-S518-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S518-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S518-NX-xt_2.fastq.gz,CLL_14-2116_S148_L006_R1_001.fastq.gz,CLL_14-2116_S148_L006_R2_001.fastq.gz,PXIXZPRA,P2463,P2463_N728-S518,CLL_14_2116_E11,14/2116
CLL_52,AG0067,N704-S520-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N704-S520-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N704-S520-NX-xt_2.fastq.gz,CLL_05-76_S232_L007_R1_001.fastq.gz,CLL_05-76_S232_L007_R2_001.fastq.gz,PYHNCYKB,P2466,P2466_N704-S520,CLL_05_76_F04,05/76
CLL_52,AF9784,N721-S516-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S516-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S516-NX-xt_2.fastq.gz,CLL_05-76_S32_L006_R1_001.fastq.gz,CLL_05-76_S32_L006_R2_001.fastq.gz,PYQEXIHQ,P2463,P2463_N721-S516,CLL_05_76_C05,05/76
CLL_52,AF9581,N719-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S511-NX-xt_2.fastq.gz,CLL_05-599_S44_L006_R1_001.fastq.gz,CLL_05-599_S44_L006_R2_001.fastq.gz,PYTXBAMY,P2461,P2461_N719-S511,CLL_05_599_H03,05/599
CLL_52,AF9526,N711-S502-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N711-S502-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N711-S502-NX-xt_2.fastq.gz,CLL_10-7434_S147_L006_R1_001.fastq.gz,CLL_10-7434_S147_L006_R2_001.fastq.gz,PZYPMILE,P2460,P2460_N711-S502,CLL_10_7434_A09,10/7434
CLL_52,AG0569,N715-S511-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N715-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N715-S511-NX-xt_2.fastq.gz,empty_S359_L001_R1_001.fastq.gz,empty_S359_L001_R2_001.fastq.gz,PZYXDISI,P2468,P2468_N715-S511,empty_H12,empty
CLL_52,AF9606,N723-S502-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N723-S502-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N723-S502-NX-xt_2.fastq.gz,CLL_10-7434_S75_L006_R1_001.fastq.gz,CLL_10-7434_S75_L006_R2_001.fastq.gz,QAFEAHLG,P2461,P2461_N723-S502,CLL_10_7434_A07,10/7434
CLL_52,AF9675,N703-S520-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S520-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S520-NX-xt_2.fastq.gz,CLL_05-599_S168_L006_R1_001.fastq.gz,CLL_05-599_S168_L006_R2_001.fastq.gz,QAXRLMKZ,P2462,P2462_N703-S520,CLL_05_599_F03,05/599
CLL_52,AF9530,N711-S507-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N711-S507-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N711-S507-NX-xt_2.fastq.gz,CLL_10-7434_S5_L006_R1_001.fastq.gz,CLL_10-7434_S5_L006_R2_001.fastq.gz,QBDFIPFK,P2460,P2460_N711-S507,CLL_10_7434_E09,10/7434
CLL_52,AG0837,N727-S517-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N727-S517-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N727-S517-NX-xt_2.fastq.gz,CLL_14-2116_S230_L001_R1_001.fastq.gz,CLL_14-2116_S230_L001_R2_001.fastq.gz,QBPLBFIJ,P2471,P2471_N727-S517,CLL_14_2116_D10,14/2116
CLL_52,AF9557,N715-S511-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N715-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N715-S511-NX-xt_2.fastq.gz,empty_S155_L006_R1_001.fastq.gz,empty_S155_L006_R2_001.fastq.gz,QBYRRHLP,P2460,P2460_N715-S511,empty_H12,empty
CLL_52,AF9686,N705-S513-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N705-S513-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N705-S513-NX-xt_2.fastq.gz,CLL_05-76_S369_L006_R1_001.fastq.gz,CLL_05-76_S369_L006_R2_001.fastq.gz,QCKYIMPS,P2462,P2462_N705-S513,CLL_05_76_A05,05/76
CLL_52,AG0547,N712-S503-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S503-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S503-NX-xt_2.fastq.gz,CLL_14-2116_S291_L001_R1_001.fastq.gz,CLL_14-2116_S291_L001_R2_001.fastq.gz,QCPEWOQA,P2468,P2468_N712-S503,CLL_14_2116_B10,14/2116
CLL_52,AF9887,N706-S503-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N706-S503-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N706-S503-NX-xt_2.fastq.gz,CLL_05-76_S81_L007_R1_001.fastq.gz,CLL_05-76_S81_L007_R2_001.fastq.gz,QCQXURTB,P2464,P2464_N706-S503,CLL_05_76_B06,05/76
CLL_52,AF9702,N707-S513-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N707-S513-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N707-S513-NX-xt_2.fastq.gz,CLL_10-7434_S86_L006_R1_001.fastq.gz,CLL_10-7434_S86_L006_R2_001.fastq.gz,QCUQRUDK,P2462,P2462_N707-S513,CLL_10_7434_A07,10/7434
CLL_52,AG0553,N712-S511-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S511-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S511-NX-xt_2.fastq.gz,CLL_14-2116_S198_L001_R1_001.fastq.gz,CLL_14-2116_S198_L001_R2_001.fastq.gz,QDMSICTN,P2468,P2468_N712-S511,CLL_14_2116_H10,14/2116
CLL_52,AF9651,N729-S508-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S508-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S508-NX-xt_2.fastq.gz,CLL_14-2116_S278_L006_R1_001.fastq.gz,CLL_14-2116_S278_L006_R2_001.fastq.gz,QDXPEZXS,P2461,P2461_N729-S508,CLL_14_2116_F12,14/2116
CLL_52,AG0493,N703-S506-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N703-S506-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N703-S506-NX-xt_2.fastq.gz,CLL_05-599_S381_L001_R1_001.fastq.gz,CLL_05-599_S381_L001_R2_001.fastq.gz,QEFHBIGY,P2468,P2468_N703-S506,CLL_05_599_D03,05/599
CLL_52,AF9654,N701-S513-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S513-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S513-NX-xt_2.fastq.gz,CLL_05-599_S215_L006_R1_001.fastq.gz,CLL_05-599_S215_L006_R2_001.fastq.gz,QEOCLDHY,P2462,P2462_N701-S513,CLL_05_599_A01,05/599
CLL_52,AG0166,N721-S513-NX-xt,63,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S513-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S513-NX-xt_2.fastq.gz,CLL_05-76_S201_L007_R1_001.fastq.gz,CLL_05-76_S201_L007_R2_001.fastq.gz,QETGXEDA,P2467,P2467_N721-S513,CLL_05_76_A05,05/76
CLL_52,AG0604,N721-S505-NX-xt,63,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S505-NX-xt_1.fastq.gz,/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S505-NX-xt_2.fastq.gz,CLL_05-76_S79_L001_R1_001.fastq.gz,CLL_05-76_S79_L001_R2_001.fastq.gz,QFBXNMAP,P2469,P2469_N721-S505,CLL_05_76_C05,05/76
